ISO_YSAMP_N,hypothesized ysamp_N,ISO_FISH_N,hypothesized old fish_N,ITEM_N,NUM,CATEGORY,GROUP,TAXON,SAMPLE_TYPE,N2_AMP,PER_N,D15N,CO2_AMP,PER_C,D13C,SD_D13C_VPDB,H2_AMP,PER_H,D2H,CO2_AREA,D18O_VSMOW,SD_D18O_VSMOW,D18O_VPDB,SD_D18O_VPDB,COMMENT,issue
,,,,T7072,,VERT,FISH,LT,,,,11.86712859,,,-26.32008606,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
,,,,T7076,,VERT,FISH,LT,,,,11.55986095,,,-26.75296875,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
SIC.TBL.2006.UNK,,,,TBL01PER,,ALGA,PERI,,,,,4.2508,,,-26.5491,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
SIC.TBL.2006.UNK,,,,TBL01ZOO,,INVERT,ZOOP,,,,,2.8218,,,-33.5321,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
SIC.TBL.2006.UNK,,,,TBL02PER,,ALGA,PERI,,,,,3.2108,,,-27.3151,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
SIC.TBL.2006.UNK,,,,TBL02ZOO,,INVERT,ZOOP,,,,,2.5098,,,-33.6681,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
SIC.TBL.2006.UNK,,,,TBL03PER,,ALGA,PERI,,,,,2.7338,,,-27.2431,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
SIC.TBL.2006.UNK,,,,TBL03ZOO,,INVERT,ZOOP,,,,,1.9838,,,-35.1081,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
SIC.TBL.2006.UNK,,,,TBL04PER,,ALGA,PERI,,,,,2.7858,,,-26.9711,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
SIC.TBL.2006.UNK,,,,TBL04ZOO,,INVERT,ZOOP,,,,,3.5028,,,-33.6871,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
SIC.TBL.2006.UNK,,,,TBL05PER,,ALGA,PERI,,,,,2.5788,,,-26.8581,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
SIC.TBL.2006.UNK,,,,TBL05ZOO,,INVERT,ZOOP,,,,,4.8138,,,-31.2371,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
SIC.TBL.2006.UNK,,,,TBL06PER,,ALGA,PERI,,,,,3.8228,,,-27.1961,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
SIC.TBL.2006.UNK,,,,TBL06ZOO,,INVERT,ZOOP,,,,,4.6868,,,-32.6781,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
SIC.TBL.2006.UNK,,,,TBL07PER,,ALGA,PERI,,,,,3.4558,,,-27.1601,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
SIC.TBL.2006.UNK,,,,TBL07ZOO,,INVERT,ZOOP,,,,,5.7528,,,-30.9631,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
SIC.WLL.2003.003,,,,TD.WLL.080403.SIC.001,1,VERT,FISH,TD,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.LMFS.2022.001,,ST.LMFS.090122.MORT.011,,TD-1-22,1,VERT,FISH,ST,OTOLITH,,,,,,-10.93,0,,,,50,,,-7,0,,no issue
SIC.LMFS.2022.001,,ST.LMFS.090122.MORT.012,,TD-2-22,1,VERT,FISH,ST,OTOLITH,,,,,,-12.41,0,,,,63,,,-9,0,,no issue
SIC.LMFS.2022.001,,ST.LMFS.090122.MORT.007,,TEM-1-22,1,VERT,FISH,ST,OTOLITH,,,,,,-12.21,0,,,,49,,,-9,0,,no issue
SIC.LMFS.2022.001,,ST.LMFS.090122.MORT.008,,TEM-2-22,1,VERT,FISH,ST,OTOLITH,,,,,,-12.28,0,,,,59,,,-9,0,,no issue
SIC.CAL.2021.001,,,,WCS.CAL.072621.SIC.001,1,WATER,,,,,,,8625,,,,,,,,-8,0,-38,,,no issue
SIC.CAL.2021.002,,,,WCS.CAL.081821.SIC.001,1,WATER,,,,,,,8608,,,,,,,,-8,0,-38,,,no issue
SIC.CAL.2022.001,,,,WCS.CAL.092822.SIC.001,1,WATER,,,,,,,152.859,,,,,,,,-9,0,,,,no issue
SIC.COM.2021.001,,,,WCS.COM.072721.SIC.001,1,WATER,,,,,,,8542,,,,,,,,-9,0,-39,,,no issue
SIC.CSL.2021.001,,,,WCS.CSL.072721.SIC.001,1,WATER,,,,,,,8427,,,,,,,,-9,0,-38,,,no issue
SIC.ETL.2021.001,,,,WCS.ETL.072721.SIC.001,1,WATER,,,,,,,8577,,,,,,,,-9,0,-39,,,no issue
SIC.ETL.2022.001,,,,WCS.ETL.092722.SIC.001,1,WATER,,,,,,,146.573,,,,,,,,-10,0,,,,no issue
SIC.ETL.2021.008,,,,WCS.ETL.110921.SIC.001,1,WATER,,,,,,,8488,,,,,,,,-10,0,-39,,,no issue
SIC.FBL.2021.001,,,,WCS.FBL.072621.SIC.001,1,WATER,,,,,,,8393,,,,,,,,-8,0,-38,,,no issue
SIC.FBL.2021.004,,,,WCS.FBL.111021.SIC.001,1,WATER,,,,,,,8430,,,,,,,,-9,0,-39,,,no issue
SIC.FBL.2022.001,,,,WCS.FBL.111122.SIC.001,1,WATER,,,,,,,155.97,,,,,,,,-8,0,,,,no issue
SIC.FOB.2021.001,,,,WCS.FOB.080421.SIC.001,1,WATER,,,,,,,8566,,,,,,,,-9,0,-38,,,no issue
SIC.FOB.2022.001,,,,WCS.FOB.092922.SIC.001,1,WATER,,,,,,,158.465,,,,,,,,-10,0,,,,no issue
SIC.GNL.2021.001,,,,WCS.GNL.072621.SIC.001,1,WATER,,,,,,,8517,,,,,,,,-6,0,-36,,,no issue
SIC.GNL.2022.001,,,,WCS.GNL.093022.SIC.001,1,WATER,,,,,,,143.083,,,,,,,,-6,0,,,,no issue
SIC.GNL.2021.007,,,,WCS.GNL.111021.SIC.001,1,WATER,,,,,,,8754,,,,,,,,-1,0,-31,,,no issue
SIC.HAL.2021.001,,,,WCS.HAL.082621.SIC.001,1,WATER,,,,,,,8644,,,,,,,,-9,0,-38,,,no issue
SIC.HAL.2022.001,,,,WCS.HAL.101722.SIC.001,1,WATER,,,,,,,163.27,,,,,,,,-8,0,,,,no issue
SIC.LMFS.2022.001,,,,WCS.LMFS.111122.SIC.001,1,WATER,,,,,,,156.46,,,,,,,,-7,0,,,,no issue
SIC.LML.2021.001,,,,WCS.LML.072721.SIC.001,1,WATER,,,,,,,8556,,,,,,,,-7,0,-37,,,no issue
SIC.LML.2022.001,,,,WCS.LML.101122.SIC.001,1,WATER,,,,,,,156.096,,,,,,,,-8,0,,,,no issue
SIC.LML.2021.004,,,,WCS.LML.110921.SIC.001,1,WATER,,,,,,,8441,,,,,,,,-8,0,-38,,,no issue
SIC.LSP.2021.001,,,,WCS.LSP.072621.SIC.001,1,WATER,,,,,,,8552,,,,,,,,-9,0,-38,,,no issue
SIC.LSP.2022.001,,,,WCS.LSP.092922.SIC.001,1,WATER,,,,,,,141.879,,,,,,,,-7,0,,,,no issue
SIC.LSP.2021.008,,,,WCS.LSP.111021.SIC.001,1,WATER,,,,,,,8455,,,,,,,,-8,0,-38,,,no issue
SIC.MNP.2021.001,,,,WCS.MNP.072721.SIC.001,1,WATER,,,,,,,8363,,,,,,,,-9,0,-39,,,no issue
SIC.MNP.2022.001,,,,WCS.MNP.092622.SIC.001,1,WATER,,,,,,,95.445,,,,,,,,-10,0,,,SAMPLE MAY HAVE LEAKED. BUT NUMBERS LOOKED SAME AS LAST YEAR - SO ITS ASSUMED IT DID NOT LEAK. BUT NOTE FROM KIM,no issue
SIC.MNP.2021.006,,,,WCS.MNP.110921.SIC.001,1,WATER,,,,,,,8421,,,,,,,,-6,0,-35,,,no issue
SIC.PEP.2021.001,,,,WCS.PEP.081421.SIC.001,1,WATER,,,,,,,8487,,,,,,,,-8,0,-38,,,no issue
SIC.PEP.2022.001,,,,WCS.PEP.092722.SIC.001,1,WATER,,,,,,,155.883,,,,,,,,-5,0,,,,no issue
SIC.POL.2021.001,,,,WCS.POL.081421.SIC.001,1,WATER,,,,,,,8496,,,,,,,,-8,0,-38,,,no issue
SIC.POL.2022.001,,,,WCS.POL.110922.SIC.001,1,WATER,,,,,,,154.621,,,,,,,,-8,0,,,,no issue
SIC.PRL.2021.001,,,,WCS.PRL.072721.SIC.001,1,WATER,,,,,,,8398,,,,,,,,-8,0,-38,,,no issue
SIC.PRL.2022.001,,,,WCS.PRL.092722.SIC.001,1,WATER,,,,,,,146.386,,,,,,,,-7,0,,,,no issue
SIC.PRL.2021.007,,,,WCS.PRL.110921.SIC.001,1,WATER,,,,,,,8438,,,,,,,,-8,0,-38,,,no issue
SIC.RKL.2021.001,,,,WCS.RKL.080821.SIC.001,1,WATER,,,,,,,8510,,,,,,,,-9,0,-38,,,no issue
SIC.RKL.2022.001,,,,WCS.RKL.101322.SIC.001,1,WATER,,,,,,,157.109,,,,,,,,-8,0,,,,no issue
SIC.RKP.2021.001,,,,WCS.RKP.072621.SIC.001,1,WATER,,,,,,,8475,,,,,,,,-9,0,-39,,,no issue
SIC.RKP.2022.001,,,,WCS.RKP.092922.SIC.001,1,WATER,,,,,,,155.129,,,,,,,,-10,0,,,,no issue
SIC.SBL.2021.001,,,,WCS.SBL.072621.SIC.001,1,WATER,,,,,,,8571,,,,,,,,-9,0,-39,,,no issue
SIC.SDL.2021.001,,,,WCS.SDL072721.SIC.001,1,WATER,,,,,,,8499,,,,,,,,-9,0,-38,,,no issue
SIC.TRP.2021.001,,,,WCS.TRP.081521.SIC.001,1,WATER,,,,,,,8449,,,,,,,,-8,0,-38,,,no issue
SIC.TRP.2022.001,,,,WCS.TRP.093022.SIC.001,1,WATER,,,,,,,144.167,,,,,,,,-12,0,,,,no issue
SIC.USP.2021.001,,,,WCS.USP.072621.SIC.001,1,WATER,,,,,,,8496,,,,,,,,-9,0,-39,,,no issue
SIC.WLL.2021.001,,,,WCS.WLL.072721.SIC.001,1,WATER,,,,,,,8444,,,,,,,,-9,0,-38,,,no issue
SIC.WTL.2021.001,,,,WCS.WTL.080521.SIC.001,1,WATER,,,,,,,8659,,,,,,,,-9,0,-39,,,no issue
SIC.WTL.2022.001,,,,WCS.WTL.101122.SIC.001,1,WATER,,,,,,,157.117,,,,,,,,-8,0,,,,no issue
SIC.WLL.2006.UNK,,,,WLL01PER,,ALGA,PERI,,,,,4.4148,,,-25.3921,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
SIC.WLL.2006.UNK,,,,WLL01ZOO,,INVERT,ZOOP,,,,,3.6708,,,-30.9011,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
SIC.WLL.2006.UNK,,,,WLL02PER,,ALGA,PERI,,,,,5.2988,,,-25.6681,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
SIC.WLL.2006.UNK,,,,WLL02ZOO,,INVERT,ZOOP,,,,,2.5798,,,-32.6161,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
SIC.WLL.2006.UNK,,,,WLL03PER,,ALGA,PERI,,,,,4.5418,,,-27.3091,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
SIC.WLL.2006.UNK,,,,WLL03ZOO,,INVERT,ZOOP,,,,,3.5498,,,-30.7221,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
SIC.WLL.2006.UNK,,,,WLL04PER,,ALGA,PERI,,,,,4.1808,,,-26.4231,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
SIC.WLL.2006.UNK,,,,WLL04ZOO,,INVERT,ZOOP,,,,,3.3258,,,-30.8741,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
SIC.WLL.2006.UNK,,,,WLL05PER,,ALGA,PERI,,,,,4.5348,,,-26.0231,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
SIC.WLL.2006.UNK,,,,WLL05ZOO,,INVERT,ZOOP,,,,,3.5108,,,-29.8771,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
SIC.WLL.2006.UNK,,,,WLL06PER,,ALGA,PERI,,,,,4.0408,,,-26.7181,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
SIC.WLL.2006.UNK,,,,WLL06ZOO,,INVERT,ZOOP,,,,,3.9588,,,-29.1001,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
SIC.WLL.2006.UNK,,,,WLL07PER,,ALGA,PERI,,,,,3.8688,,,-26.8861,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
SIC.WLL.2006.UNK,,,,WLL07ZOO,,INVERT,ZOOP,,,,,3.2268,,,-29.4601,,,,,,,,,,Added from 'JML ISOTOPE DATA',no issue
SIC.LMFS.2022.001,,ST.LMFS.090122.MORT.002,,WLP-1-22,1,VERT,FISH,ST,OTOLITH,,,,,,-13.38,0,,,,40,,,-8,0,,no issue
SIC.LMFS.2022.001,,ST.LMFS.090122.MORT.001,,WLP-2-22,1,VERT,FISH,ST,OTOLITH,,,,,,-12.57,0,,,,40,,,-7,2,,no issue
SIC.FBL.2002.001,,,,WS.FBL.071202.SIC.001,1,VERT,FISH,WS,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2002.002,,,,WS.FBL.081402.SIC.001,1,VERT,FISH,WS,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.LML.2003.006,,,,WS.LML.073103.SIC.001,1,VERT,FISH,WS,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.WLL.2003.006,,,,YP.WLL.080403.SIC.001,1,VERT,FISH,YP,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.BYP.2009.001,,,,ZOO.BYP.070709.SIC.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.BYP.2003.001,,,,ZOO.BYP.072403.SIC.002,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.BYP.2003.002,,,,ZOO.BYP.081103.SIC.002,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.BYP.2003.003,,,,ZOO.BYP.082603.SIC.002,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.CAL.2004.001,,,,ZOO.CAL.081704.SIC.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.ETL.2009.001,,,,ZOO.ETL.060809.SIC.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.ETL.2009.002,,,,ZOO.ETL.070109.SIC.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.ETL.2009.003,,,,ZOO.ETL.080509.SIC.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.ETL.2009.004,,,,ZOO.ETL.090209.SIC.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2001.001,,,,ZOO.FBL.060401.SIC.001,,INVERT,ZOOP,,,,,0.574,,,-35.629,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.FBL.2003.004,,,,ZOO.FBL.060403.SIC.001,,INVERT,ZOOP,,,,,2.698,,,-33.64,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.FBL.2006.001,,,,ZOO.FBL.060806.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2004.001,,,,ZOO.FBL.061204.SIC.001,,INVERT,ZOOP,,,,,3.249,,,-32.762,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.FBL.2001.002,,,,ZOO.FBL.062001.SIC.001,,INVERT,ZOOP,,,,,1.789,,,-35.783,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.FBL.2005.001,,,,ZOO.FBL.062305.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2006.002,,,,ZOO.FBL.062706.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2009.001,,,,ZOO.FBL.063009.SIC.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2003.005,,,,ZOO.FBL.070603.SIC.001,,INVERT,ZOOP,,,,,5.379,,,-31.444,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.FBL.2006.003,,,,ZOO.FBL.070606.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2000.001,,,,ZOO.FBL.071200.SIC.001,,INVERT,ZOOP,,,,,3.231,,,-33.767,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.FBL.2000.001,,,,ZOO.FBL.071200.SIC.002,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2002.001,,,,ZOO.FBL.071202.SIC.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2005.002,,,,ZOO.FBL.071205.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2001.003,,,,ZOO.FBL.071301.SIC.001,,INVERT,ZOOP,,,,,1.063,,,-35.392,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.FBL.2006.004,,,,ZOO.FBL.072106.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2005.003,,,,ZOO.FBL.072505.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2000.003,,,,ZOO.FBL.072600.SIC.001,,INVERT,ZOOP,,,,,0.379,,,-35.516,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.FBL.2000.003,,,,ZOO.FBL.072600.SIC.002,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2001.004,,,,ZOO.FBL.080201.SIC.001,,INVERT,ZOOP,,,,,1.783,,,-35.648,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.FBL.2004.002,,,,ZOO.FBL.080204.SIC.001,,INVERT,ZOOP,,,,,1.864,,,-31.902,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.FBL.2006.005,,,,ZOO.FBL.080206.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2009.002,,,,ZOO.FBL.080409.SIC.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2003.006,,,,ZOO.FBL.080603.SIC.001,,INVERT,ZOOP,,,,,,,,-33.309,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.FBL.2000.004,,,,ZOO.FBL.080900.SIC.001,,INVERT,ZOOP,,,,,0.738,,,-33.527,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.FBL.2000.004,,,,ZOO.FBL.080900.SIC.002,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2005.004,,,,ZOO.FBL.080905.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2002.002,,,,ZOO.FBL.081402.SIC.001,,INVERT,ZOOP,,,,,1.94,,,-29.579,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.FBL.2001.005,,,,ZOO.FBL.081701.SIC.001,,INVERT,ZOOP,,,,,1.777,,,-36.415,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.FBL.2006.006,,,,ZOO.FBL.081706.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2003.007,,,,ZOO.FBL.081803.SIC.001,,INVERT,ZOOP,,,,,2.737,,,-32.716,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.FBL.2000.005,,,,ZOO.FBL.082100.SIC.001,,INVERT,ZOOP,,,,,2.326,,,-34.3,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.FBL.2000.005,,,,ZOO.FBL.082100.SIC.002,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2006.007,,,,ZOO.FBL.082806.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2005.005,,,,ZOO.FBL.082905.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2004.003,,,,ZOO.FBL.090204.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FOB.2004.001,,,,ZOO.FOB.081604.SIC.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.GNL.2003.001,,,,ZOO.GNL.061503.SIC.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.GNL.2003.002,,,,ZOO.GNL.073103.SIC.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.GNL.2003.003,,,,ZOO.GNL.081403.SIC.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.GNL.2003.004,,,,ZOO.GNL.082903.SIC.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.HAL.2009.001,,,,ZOO.HAL.062909.SIC.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.HAL.2009.002,,,,ZOO.HAL.080309.SIC.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.HAL.2007.001,,,,ZOO.HAL.2007.003.SIC.001,,INVERT,ZOOP,DAPHNIA,,4597,12.15431086,0.68372435,4597,40.33673094,-27.40402186,,,,,,,,,,,no issue
SIC.HAL.2008.001,,,,ZOO.HAL.2008.003.SIC.001,,INVERT,ZOOP,DAPHNIA,,3236,10.91773115,-1.331173301,3236,39.31231172,-27.90130329,,,,,,,,,,,no issue
SIC.HAL.2009.003,,,,ZOO.HAL.2009.004.SIC.001,,INVERT,ZOOP,DAPHNIA,,4566,11.18804314,-0.084921703,4566,38.16921142,-28.95044581,,,,,,,,,,,no issue
SIC.HAL.2010.001,,,,ZOO.HAL.2010.004.SIC.001,,INVERT,ZOOP,DAPHNIA,,6517,11.35834038,0.042784011,6517,39.428955,-29.26680574,,,,,,,,,,,no issue
SIC.HAL.2012.001,,,,ZOO.HAL.2012.003.SIC.001,,INVERT,ZOOP,DAPHNIA,,3518,9.407851061,0.081750848,3518,38.2012604,-29.77924819,,,,,,,,,,,no issue
SIC.HAL.2013.002,,,,ZOO.HAL.2013.003.SIC.001,,INVERT,ZOOP,DAPHNIA,,2941,8.358896736,-0.531679873,2941,40.10606507,-30.11784428,,,,,,,,,,,no issue
SIC.HAL.2017.002,,,,ZOO.HAL.2017.003.SIC.001,,INVERT,ZOOP,DAPHNIA,,4416,11.57980529,-0.830859406,4416,38.88488559,-30.59288955,,,,,,,,,,,no issue
SIC.HAL.2019.003,,,,ZOO.HAL.2019.003.SIC.001,,INVERT,ZOOP,BOSMI,,1745,8.443675603,1.628060505,1745,36.06097503,-26.76624833,,,,,,,,,,,no issue
SIC.LML.2003.003,,,,ZOO.LML.060403.SIC.001,,INVERT,ZOOP,,,,,4.68,,,-36.15,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.LML.2006.001,,,,ZOO.LML.060606.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.LML.2004.001,,,,ZOO.LML.061204.SIC.001,,INVERT,ZOOP,,,,,4.498,,,-25.71,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.LML.2005.001,,,,ZOO.LML.062305.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.LML.2006.002,,,,ZOO.LML.062806.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.LML.2009.001,,,,ZOO.LML.063009.SIC.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.LML.2003.004,,,,ZOO.LML.070603.SIC.001,,INVERT,ZOOP,,,,,,,,-26.25,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.LML.2006.003,,,,ZOO.LML.070606.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.LML.2005.002,,,,ZOO.LML.071305.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.LML.2006.004,,,,ZOO.LML.072106.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.LML.2005.003,,,,ZOO.LML.072505.001,,INVERT,ZOOP,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
